achoimre	noun	leagan gearr.	cuntas giorraithe agus gan tugtha ach na príomhphointí	broader
mac	noun	Páiste fireann.	garsún, duine, diúlach	none
oileán	noun	Píosa talamh go hiomlán timpeallaithe le huisce.	talamh agus uisce thart air, inis	exact
oileán	noun	Píosa talamh go hiomlán timpeallaithe le huisce.	aon ní atá scoite amach óna thimpeallacht	none
iasc	noun	ainmhí fuar-fuillteach le cnámh droma a mhaireann in uisce.	ainmhí veirteabrach a mhaireann in uisce agus a análaíonn trína gheolbhach	exact
iasc	noun	ainmhí fuar-fuillteach le cnámh droma a mhaireann in uisce.	breac éisc	exact
iasc	noun	ainmhí fuar-fuillteach le cnámh droma a mhaireann in uisce.	cnuasach éisc	broader
iasc	noun	ainmhí fuar-fuillteach le cnámh droma a mhaireann in uisce.	an bia ar chorp an éisc	broader
cearnóg	noun	Cruth plánach le ceithre sleas díreach ar chomhfhad agus ceithre uileann de 90 céim.	fíor cheathairchúinneach dhronuilleach agus a ceithre shlios ar aon fhad	exact
cearnóg	noun	Cruth plánach le ceithre sleas díreach ar chomhfhad agus ceithre uileann de 90 céim.	spás leathan oscailte i gcathair nó i mbaile	none
triantán	noun	Cruth plánach le trí sleas díreach.	fíor a bhfuil trí uillinn agus trí thaobh uirthi	exact
triantán	noun	Cruth plánach le trí sleas díreach.	aon rud cosúil leis	broader
baile	noun	Pobal daoine idir cúpla céad duine agus cúpla míle.	do theach féin nó teach do mhuintire	none
baile	noun	Pobal daoine idir cúpla céad duine agus cúpla míle.	aonad de thalamh ceantair, baile fearainn	related
baile	noun	Pobal daoine idir cúpla céad duine agus cúpla míle.	tithe agus siopaí le chéile in aon áit amháin	related
anachain	noun	míthapa, tubaiste, matalang; caill.	timpiste, tubaiste	related
anachain	noun	míthapa, tubaiste, matalang; caill.	caill	related
anachain	noun	míthapa, tubaiste, matalang; caill.	dochar, díobháil	none
anachain	noun	dochar, díobháil.	timpiste, tubaiste	none
anachain	noun	dochar, díobháil.	caill	none
anachain	noun	dochar, díobháil.	dochar, díobháil	exact
marc	noun	(litríocht) Capall, each.	spota nó stríoc	none
marc	noun	(litríocht) Capall, each.	comhartha, séala	none
marc	noun	(litríocht) Capall, each.	aonad áirimh fiúntais i scrúdú	none
marc	noun	(litríocht) Capall, each.	sprioc, targaid	none
blonag	noun	geir nó saill faoi chraiceann ainmhíthe.	saill nó geir	exact
blonag	noun	geir nó saill faoi chraiceann ainmhíthe.	feoil bhán mhéith	none
dobhar	noun	uisce,tuile.	uisce	exact
dobhar	noun	uisce,tuile.	díle	exact
coir	noun	Gníomh mídleathach.	drochghníomh in aghaidh an dlí, cion	exact
coir	noun	Gníomh mídleathach.	dochar, díobháil	none
scian	noun	Uirlis, déanta as miotal de ghnáth, le faobhar géar chun rudaí a ghearradh.	uirlis ghearrtha faoi lann ghéar mhiotail agus cos aisti	exact
scian	noun	Uirlis, déanta as miotal de ghnáth, le faobhar géar chun rudaí a ghearradh.	cliathán	none
oráiste	noun	toradh citris an chrainn oráistí a bhfuil dath flannbhuí air agus blas milis ach beagán géar aige.	toradh súmhar milis agus craiceann buí air a fhásann i dtíortha teo	exact
oráiste	noun	toradh citris an chrainn oráistí a bhfuil dath flannbhuí air agus blas milis ach beagán géar aige.	an deoch a bhaintear as an oráiste	broader
dearg	adjective	Ar dhath na fola.	ar dhath na fola	exact
dearg	adjective	Ar dhath na fola.	(le tine) ar lasadh	none
dearg	adjective	Ar dhath na fola.	(le cneá) oscailte	none
dearg	adjective	Ar dhath na fola.	(le talamh) treafa nó iompaithe	none
dearg	adjective	Ar dhath na fola.	fuilteach	none
dearg	adjective	Ar dhath na fola.	amach is amach	none
fuinneog	noun	Poll i mballa foirgnimh chun solas a ligean isteach. Líonta le pánaí gloine de ghnáth chun an t-aimsir a choiméad amach.	oscailt i mballa agus gloine inti chun solas agus aer a ligean isteach san fhoirgneamh	exact
fuinneog	noun	Poll i mballa foirgnimh chun solas a ligean isteach. Líonta le pánaí gloine de ghnáth chun an t-aimsir a choiméad amach.	paiste solais sa spéir	none
ainm	noun	focal nó abairt a thagraíonn do dhuine, áit nó rud.	an focal aithne a thugtar ar dhuine nó ar rud nó ar áit	exact
ainm	noun	focal nó abairt a thagraíonn do dhuine, áit nó rud.	cáil, clú	none
ainm	noun	focal nó abairt a thagraíonn do dhuine, áit nó rud.	ainmfhocal	none
beadaí	noun	ainm ceana le haghaidh gé.	dúilmhear i rudaí milse	none
beadaí	noun	ainm ceana le haghaidh gé.	deacair a shásamh le bia	none
beadaí	noun	ainm ceana le haghaidh gé.	ardnósach	none
úll	noun	Toradh inite an chrainn úill.	toradh milis crua	exact
úll	noun	Toradh inite an chrainn úill.	aon rud ar dhéanamh úill	broader
sreabhán	noun	Damhna i bhfoirm gáis nó leachta.	sruthán	none
sreabhán	noun	Damhna i bhfoirm gáis nó leachta.	leacht	none
oighear	noun	uisce reoite.	greadfach a dhéanann an fuacht ar an gcraiceann	none
oighear	noun	uisce reoite.	ciapadh, crá	none
creatlach	noun	An príomh-structúr tacaíochta inmhéanach in ainmhithe a thugann a gcruth dóibh. Tá sé déanta suas de na cnámha.	an fráma a bhfuil rud tógtha timpeall air	none
creatlach	noun	An príomh-structúr tacaíochta inmhéanach in ainmhithe a thugann a gcruth dóibh. Tá sé déanta suas de na cnámha.	cnámharlach duine nó ainmhí	none
planda	noun	Aon ní beo nach ainmhí é.	aon rud a fhásann as an talamh a bhfuil cos, fréamh agus duilleoga air	broader
planda	noun	Aon ní beo nach ainmhí é.	duine breá, duine uasal	none
ainmhí	noun	Aon ní beo nach planda é.	aon rud beo (ach amháin planda) a bhfuil mothú agus cumas gluaiseachta ann	exact
ainmhí	noun	Aon ní beo nach planda é.	aon bheithíoch ceathairchosach	broader
dán	noun	saothar ealaíne i bhfoirm focail cumtha ag file.	ealaín, go háirithe ealaín na filíochta	narrower
dán	noun	saothar ealaíne i bhfoirm focail cumtha ag file.	dréacht i bhfilíocht seachas i bprós ina léiríonn duine a smaointe agus a shamhlaíocht (i línte tomhaiste de ghnáth agus rím iontu)	exact
dán	noun	saothar ealaíne i bhfoirm focail cumtha ag file.	cinniúint	none
gorta	noun	Tréimhse ganntannas bia ina gcáilltear daoine leis an ocras.	ganntanas mór bia, ocras, ainnise	exact
gorta	noun	Tréimhse ganntannas bia ina gcáilltear daoine leis an ocras.	sprionlaitheacht	none
bia	noun	Aon ní inite.	rudaí a itheann daoine nó ainmhithe, beatha	exact
bia	noun	Aon ní inite.	adhmad, substaint	none
súil	noun	orgán a thugann cumas do ainmhithe rudaí a fheiceáil.	ceann de dhá bhall radhairc an choirp	broader
súil	noun	orgán a thugann cumas do ainmhithe rudaí a fheiceáil.	féachaint, amharc	related
súil	noun	orgán a thugann cumas do ainmhithe rudaí a fheiceáil.	coinne, dóchas	none
súil	noun	orgán a thugann cumas do ainmhithe rudaí a fheiceáil.	rud i gcosúlacht súile	related
súil	noun	orgán a thugann cumas do ainmhithe rudaí a fheiceáil.	oscailt, béal	none
cluas	noun	Orgán a thugann cumas do ainmhithe rudaí a chloisteáil.	ceann de dhá bhall ar an gceann a chloiseann	broader
cluas	noun	Orgán a thugann cumas do ainmhithe rudaí a chloisteáil.	cumas éisteachta	related
cluas	noun	Orgán a thugann cumas do ainmhithe rudaí a chloisteáil.	rud ar dhéanamh cluaise	related
cluas	noun	Orgán a thugann cumas do ainmhithe rudaí a chloisteáil.	imeall, ciumhais	none
ciarsúr	noun	píosa éadaigh a úsaidtear chun an srón a ghlanadh.	cearnóg bheag éadaigh le cuimilt den tsrón nó de na súile	exact
ciarsúr	noun	píosa éadaigh a úsaidtear chun an srón a ghlanadh.	brat cinn nó brád	none
lámh	noun	Ball den chorp i ndaoine agus in ainmhithe eile.	(láimh in abairtí áirithe) an ghéag ón ngualainn anuas	exact
lámh	noun	Ball den chorp i ndaoine agus in ainmhithe eile.	crobh, an chuid den ghéag ón rosta anuas	exact
lámh	noun	Ball den chorp i ndaoine agus in ainmhithe eile.	páirt	none
lámh	noun	Ball den chorp i ndaoine agus in ainmhithe eile.	riar, stiúradh	none
lámh	noun	Ball den chorp i ndaoine agus in ainmhithe eile.	scil	none
lámh	noun	Ball den chorp i ndaoine agus in ainmhithe eile.	obair	none
lámh	noun	Ball den chorp i ndaoine agus in ainmhithe eile.	comhiarracht	none
lámh	noun	Ball den chorp i ndaoine agus in ainmhithe eile.	coinneáil, cosaint	none
lámh	noun	Ball den chorp i ndaoine agus in ainmhithe eile.	cúram	none
lámh	noun	Ball den chorp i ndaoine agus in ainmhithe eile.	gealltanas	none
lámh	noun	Ball den chorp i ndaoine agus in ainmhithe eile.	diúltú	none
lámh	noun	Ball den chorp i ndaoine agus in ainmhithe eile.	foréigean, neart	none
lámh	noun	Ball den chorp i ndaoine agus in ainmhithe eile.	síniú	none
lámh	noun	Ball den chorp i ndaoine agus in ainmhithe eile.	peannaireacht, scríobh	none
lámh	noun	Ball den chorp i ndaoine agus in ainmhithe eile.	biorán	none
lámh	noun	Ball den chorp i ndaoine agus in ainmhithe eile.	an chuid de rud a mbeirtear greim air	none
lámh	noun	Ball den chorp i ndaoine agus in ainmhithe eile.	tomhas (le capall) ceithre horlaí, (le hiasc, plandaí etc.) trí cinn	none
spúnóg	noun	uirlis a úsáidtear chun bia a ithe.	uirlis chuasach (mhiotail de ghnáth) agus lámh uirthi chun bia bog nó leacht a chur sa bhéal	exact
spúnóg	noun	uirlis a úsáidtear chun bia a ithe.	lán spúnóige	none
méar	noun	Fochuid den lámh a úsáidtear chun dul i dtadhaill le rudaí agus chun greim a bhreith ar rudaí.	ceann de chúig bhall ar bharr na láimhe nó na coise	narrower
méar	noun	Fochuid den lámh a úsáidtear chun dul i dtadhaill le rudaí agus chun greim a bhreith ar rudaí.	géag portáin nó gliomaigh	related
deatach	noun	Is éard atá i gceist leis an deatach ná gás agus ábhar cáithníneach a astaítear nuair a bhíonn tine ann.  Catagóir:Bríonna de dhíth toit	an scamall a éiríonn as aon rud ar lasadh, toit	exact
deatach	noun	Is éard atá i gceist leis an deatach ná gás agus ábhar cáithníneach a astaítear nuair a bhíonn tine ann.  Catagóir:Bríonna de dhíth toit	gal	related
cáin	noun	íocaíocht a dhéanann an pobal leis an rialtas chun seribhísí poiblí a mhaoiniú.	fíneáil	none
cáin	noun	íocaíocht a dhéanann an pobal leis an rialtas chun seribhísí poiblí a mhaoiniú.	airgead a ghearrann an stát ar dhaoine le híoc as seirbhísí poiblí	none
máthair	noun	bean a bhfuil clann uirthi.	bean a bhfuil clann aici	exact
máthair	noun	bean a bhfuil clann uirthi.	foinse	none
cnó	noun	síol planda le sceall crua air.	toradh nó síol crainn a bhfuil bia ina chroí agus blaosc chrua air	exact
cnó	noun	síol planda le sceall crua air.	bloc beag miotail agus poll ann chun é a scriúáil ar bholta	none
striapach	noun	bean a thuilleann airgead tré luí le fir.	bean choiteann, bean sráide	exact
striapach	noun	bean a thuilleann airgead tré luí le fir.	straip	exact
bileog	noun	aonad singil páipéir le cruth dronuilloegach de ghnáth.	leathanach singil páipéir	exact
bileog	noun	aonad singil páipéir le cruth dronuilloegach de ghnáth.	duilleog	related
salann	noun	substaint soladach, bán a úsáidtear chun blas a thabhairt do bhia agus é a chaomhnú. Foirmle ceimiceach: NaCl.	substaint bhán nó gan dath (clóiríd sóidiam) a bhaintear as carraig nó as an bhfarraige, agus a úsáidtear chun bia a leasú nó a chóiriú	exact
salann	noun	substaint soladach, bán a úsáidtear chun blas a thabhairt do bhia agus é a chaomhnú. Foirmle ceimiceach: NaCl.	aon substaint eile a fhaightear as miotal agus aigéad, mar a fhaightear salann	related
féileacán	noun	feithid le sciatháin mhóra daite den rang Lepidoptera a bhíonn gníomhach i rith an lae.	feithid a bhfuil sciatháin mhóra ghleoite air	exact
féileacán	noun	feithid le sciatháin mhóra daite den rang Lepidoptera a bhíonn gníomhach i rith an lae.	cailín péacach gleoite	none
athrú	noun	Tar éis do athrú tarlú dó bíonn difríocht i staid rud.	malairt crutha a chur nó a theacht ar rud	exact
athrú	noun	Tar éis do athrú tarlú dó bíonn difríocht i staid rud.	rud a mhalartú nó a aistriú	exact
athrú	noun	Tar éis do athrú tarlú dó bíonn difríocht i staid rud.	sóinseáil	exact
filíocht	noun	Is saghas ealaíona scríofa í an fhilíocht ina úsáidtear teanga ar son a cháilíochtaí aeistéitiúla chomh mhaith le - nó in ionad - na tuairimi le tuiscint óna focail.	dánta, saothar file	exact
filíocht	noun	Is saghas ealaíona scríofa í an fhilíocht ina úsáidtear teanga ar son a cháilíochtaí aeistéitiúla chomh mhaith le - nó in ionad - na tuairimi le tuiscint óna focail.	éirim file	related
filíocht	noun	Is saghas ealaíona scríofa í an fhilíocht ina úsáidtear teanga ar son a cháilíochtaí aeistéitiúla chomh mhaith le - nó in ionad - na tuairimi le tuiscint óna focail.	sciolladóireacht	none
cailleach	noun	bean a chleachtaíonn an draíocht nó an asarlaíocht.	seanbhean ghránna	none
cailleach	noun	bean a chleachtaíonn an draíocht nó an asarlaíocht.	aon rud atá seargtha	none
athair	noun	fear a bhfuil clann air.	fear a bhfuil clann aige	exact
athair	noun	fear a bhfuil clann air.	duine dár sinsear	related
athair	noun	fear a bhfuil clann air.	seanóir	related
athair	noun	fear a bhfuil clann air.	sagart	none
athair	noun	fear a bhfuil clann air.	Dia	none
clann	noun	daoine atá gaolta leo féin.	páistí aon lánúine	none
clann	noun	daoine atá gaolta leo féin.	cine, sliocht	exact
múinteoir	noun	duine a mhúineann ceachtanna do dhaltaí.	oide	exact
múinteoir	noun	duine a mhúineann ceachtanna do dhaltaí.	duine a chuidíonn le daoine rudaí a fhoghlaim	exact
luibh	noun	Saghas planda inite.	fás nó planda gan stoc adhmaid (mar atá i gcrann nó i dtor)	narrower
luibh	noun	Saghas planda inite.	planda a úsáidtear chun leighis	related
bainne	noun	leacht a thairgeann mamaigh mar bhia dá n-óg.	leacht a thálann ainmhithe baineanna ar a rudaí óga	exact
bainne	noun	leacht a thairgeann mamaigh mar bhia dá n-óg.	an leacht seo ó bhó nó ó ghabhar a ólann daoine agus a úsáidtear i ndéanamh earraí déiríochta	related
bainne	noun	leacht a thairgeann mamaigh mar bhia dá n-óg.	sú bán ar bith atá cosúil le bainne	related
ollphéist	noun	ainmhí scanrúil samhailteach.	nathair nimhe	none
ollphéist	noun	ainmhí scanrúil samhailteach.	ainmhí ollmhór farraige	broader
fiacail	noun	ball den chorp a úsáideann ainmhithe chun greim a bhaint as rudaí.	ceann de na rudaí crua geala sa bhéal a dhéanann cogaint ar bhia	exact
fiacail	noun	ball den chorp a úsáideann ainmhithe chun greim a bhaint as rudaí.	aon ní cosúil le fiacail	related
fiacail	noun	ball den chorp a úsáideann ainmhithe chun greim a bhaint as rudaí.	scéimh, ciumhais	none
peata	noun	ainmhí ceannsaithe a choiméadann daoine don chompánachas.	leanbh ceana	none
peata	noun	ainmhí ceannsaithe a choiméadann daoine don chompánachas.	éan nó ainmhí a choinnítear le cion timpeall an tí	exact
dlús	noun	Tomhais de cé chomh deacair is atá sé gluaiseacht trí substaint. Mar shampla tá leachtanna níos dlúithe ná gásanna agus to solaid níos dlúithe ná leachtanna.	bail an ruda atá dlúth, tibhe, fuinteacht	none
dlús	noun	Tomhais de cé chomh deacair is atá sé gluaiseacht trí substaint. Mar shampla tá leachtanna níos dlúithe ná gásanna agus to solaid níos dlúithe ná leachtanna.	mórán, cuid mhaith	none
dlús	noun	Tomhais de cé chomh deacair is atá sé gluaiseacht trí substaint. Mar shampla tá leachtanna níos dlúithe ná gásanna agus to solaid níos dlúithe ná leachtanna.	fuinneamh, breis gusa	none
léine	noun	Ball éadaigh a chaitear ar an gcuid uachtarach den chorp.	ball éadaigh faoi mhuinchillí a chaitheann fir faoina gcóta	broader
léine	noun	Ball éadaigh a chaitear ar an gcuid uachtarach den chorp.	ball cosúil le léine scaoilte a chaitheann sagart ag léamh Aifrinn	broader
iarann	noun	dúil cheimiceach. Is é an miotal is tábhachtaí atá ann ó thaobh na gnáthúsáide de. Is í an uimhir adamhach atá aige ná 26, agus is é an tsiombail cheimiceach ná Fe.	miotal comónta as a ndéantar cruach	exact
iarann	noun	dúil cheimiceach. Is é an miotal is tábhachtaí atá ann ó thaobh na gnáthúsáide de. Is í an uimhir adamhach atá aige ná 26, agus is é an tsiombail cheimiceach ná Fe.	uirlis nó gléas iarainn	related
iarann	noun	dúil cheimiceach. Is é an miotal is tábhachtaí atá ann ó thaobh na gnáthúsáide de. Is í an uimhir adamhach atá aige ná 26, agus is é an tsiombail cheimiceach ná Fe.	an chuid d'uirlis atá déanta d'iarann	related
scornach	noun	An chuid de chorp ainmhí idir an cloigeann agus an t-ucht.	an leath tosaigh den mhuineál faoi bhun na smige	exact
scornach	noun	An chuid de chorp ainmhí idir an cloigeann agus an t-ucht.	an taobh istigh de seo mar a bhfuil an píobán agus an craos	exact
scornach	noun	An chuid de chorp ainmhí idir an cloigeann agus an t-ucht.	scrogall, sceadamán	exact
díon	noun	An clúdach ar bharr foirgneamh.	cosaint, fothain	none
díon	noun	An clúdach ar bharr foirgneamh.	clúdach	none
díon	noun	An clúdach ar bharr foirgneamh.	ceann tí	exact
gealbhan	noun	Saghas éin, Passer Domesticus	éan beag donn is liath a bhíonn in aice le tithe	exact
gealbhan	noun	Saghas éin, Passer Domesticus	ainm ar shaghsanna eile éan beag	related
saorga	adjective	Neamh nádúrtha.	déanta le healaín	none
saorga	adjective	Neamh nádúrtha.	tacair, gan a bheith nádúrtha	exact
croí	noun	orgán a fheidhmíonn mar chaidéal chun an fhuil a chuir ag gluaiseacht ar fud chorp an duine agus ainmhithe eile le fuilchórais.	an ball cuasach sa chorp a oibríonn ar nós pumpa chun an fhuil a chur ag rith trí na cuislí	exact
croí	noun	orgán a fheidhmíonn mar chaidéal chun an fhuil a chuir ag gluaiseacht ar fud chorp an duine agus ainmhithe eile le fuilchórais.	lár nó meán ruda ar bith	none
croí	noun	orgán a fheidhmíonn mar chaidéal chun an fhuil a chuir ag gluaiseacht ar fud chorp an duine agus ainmhithe eile le fuilchórais.	aigne, meon	none
croí	noun	orgán a fheidhmíonn mar chaidéal chun an fhuil a chuir ag gluaiseacht ar fud chorp an duine agus ainmhithe eile le fuilchórais.	spiorad, misneach	none
croí	noun	orgán a fheidhmíonn mar chaidéal chun an fhuil a chuir ag gluaiseacht ar fud chorp an duine agus ainmhithe eile le fuilchórais.	grá	none
bruscar	noun	Fuíoll-ábhair.	brus	none
bruscar	noun	Fuíoll-ábhair.	fuíoll	none
pis	noun	glasra beag sféarúil glas a fhásann laistigh de chochall.	(ceann de) na síolta glasa inite a fhásann i gcochall planda dreaptha	exact
pis	noun	glasra beag sféarúil glas a fhásann laistigh de chochall.	eochraí éisc	none
cluiche	noun	Gníomhaíocht le rialacha a ghlacann daoine páirt ann, go h-aonarach nó i ngrúpa, chun taithneamh a bhaint as.	imirt nó súgradh faoi rialacha	exact
cluiche	noun	Gníomhaíocht le rialacha a ghlacann daoine páirt ann, go h-aonarach nó i ngrúpa, chun taithneamh a bhaint as.	scata éisc, éan etc.	none
suimiúil	adjective	Rud a spreagann suim.	spéisiúil	exact
suimiúil	adjective	Rud a spreagann suim.	maith	none
suimiúil	adjective	Rud a spreagann suim.	cáiréiseach	none
suimiúil	adjective	Rud a spreagann suim.	mórchúiseach	none
carraig	noun	solad nádúrtha crua a chruthaítear thar na mílte bliain nuair a chuirtear dríodar faoi ard-bhrú nó ard-teasa nó an dá rud.	cloch mhór	related
carraig	noun	solad nádúrtha crua a chruthaítear thar na mílte bliain nuair a chuirtear dríodar faoi ard-bhrú nó ard-teasa nó an dá rud.	cloch thalún nó farraige	related
béal	noun	Oscailt i gcloigne ainmhithe chun bia a thógáil isteach.	an oscailt sa cheann trína nglactar isteach bia agus deoch agus trína ndéantar glórtha	exact
béal	noun	Oscailt i gcloigne ainmhithe chun bia a thógáil isteach.	oscailt nó bealach isteach	none
béal	noun	Oscailt i gcloigne ainmhithe chun bia a thógáil isteach.	caolas farraige	none
béal	noun	Oscailt i gcloigne ainmhithe chun bia a thógáil isteach.	imeall nó faobhar	none
béal	noun	Oscailt i gcloigne ainmhithe chun bia a thógáil isteach.	duine a dhéanfadh caint de shórt áirithe	none
scáileán	noun	dromchla ar a léirítear íomhánna.	dromchla bán nó cuirtín a dtaispeántar pictiúir nó sleamhnáin air	exact
scáileán	noun	dromchla ar a léirítear íomhánna.	aghaidh teilifíseáin mar a soilsíonn an pictiúr	broader
bréag	noun	ráiteas nach bhfuil fíor.	ráiteas éithigh	exact
bréag	noun	ráiteas nach bhfuil fíor.	rud falsa	exact
stán	noun	Is é an stán dúil uimhir a 50, agus is í an tsiombail cheimiceach atá aige ná Sn.	miotal geal	exact
stán	noun	Is é an stán dúil uimhir a 50, agus is í an tsiombail cheimiceach atá aige ná Sn.	bosca nó canna déanta den mhiotal sin	related
nasc	noun	Ceangal idir rudaí.	teaghrán	related
nasc	noun	Ceangal idir rudaí.	ceangal, slabhra	related
nasc	noun	Ceangal idir rudaí.	lúb, claspa	related
nasc	noun	treoir chuig leathanach idirlín eile.	teaghrán	none
nasc	noun	treoir chuig leathanach idirlín eile.	ceangal, slabhra	none
nasc	noun	treoir chuig leathanach idirlín eile.	lúb, claspa	none
feadóg	noun	uirlis a úsáidtear chun nóta nó nótaí ceoil a sheinm tré aer ón mbéal a shéideadh tríd.	gléas beag ceoil a dhéanann glór cosúil le fead	exact
feadóg	noun	uirlis a úsáidtear chun nóta nó nótaí ceoil a sheinm tré aer ón mbéal a shéideadh tríd.	pilibín (an t-éan, óna fhead)	none
fillteán	noun	clúdach cosainteach do bhileoga páipéir.	bileog nó leabhrán fillte	related
fillteán	noun	clúdach cosainteach do bhileoga páipéir.	cás fillte do pháipéar scaoilte	exact
namhaid	noun	duine nó aonán a ghuíonn dochar ort, nó a ghníomhaíonn chun dochar a tharraingt ort.	duine atá naimhdeach leat nó a throideann tú	exact
namhaid	noun	duine nó aonán a ghuíonn dochar ort, nó a ghníomhaíonn chun dochar a tharraingt ort.	tír nó fórsa airm in aghaidh tíre eile	none
namhaid	noun	duine nó aonán a ghuíonn dochar ort, nó a ghníomhaíonn chun dochar a tharraingt ort.	rud mar bhia, etc. nach réiteodh leat	none
brí	noun	An míniú atá le rud, focal mar shampla.	neart, fuinneamh	none
brí	noun	An míniú atá le rud, focal mar shampla.	ciall	none
brí	noun	An míniú atá le rud, focal mar shampla.	éifeacht	none
ciorcal	noun	Cruth plánach ar a bhfuil gach pointe ar chomhfhad ó lárphointe and chrutha.	cuar cruinn ceart agus é dúnta, agus gach pointe den chuar comhfhad ón lár	exact
ciorcal	noun	Cruth plánach ar a bhfuil gach pointe ar chomhfhad ó lárphointe and chrutha.	fáinne	related
leadóg	noun	cluiche a imríonn beirt nó ceathrar ar chúirt speisialta le liathróid bog agus raicéid.	clabhta, sceilp	none
leadóg	noun	cluiche a imríonn beirt nó ceathrar ar chúirt speisialta le liathróid bog agus raicéid.	duine nó ainmhí mór ramhar	none
leadóg	noun	cluiche a imríonn beirt nó ceathrar ar chúirt speisialta le liathróid bog agus raicéid.	cluiche idir bheirt nó idir dhá bheirt ina mbuaileann siad liathróid le raicéid de dhroim líontáin chun a chéile	exact
oileánach	noun	duine a mhaireann ar oileán.	lán d'oileáin	none
oileánach	noun	duine a mhaireann ar oileán.	aonarach	none
seilide	noun	ainmhí den rang Gastropoda le sliogán bíseach ar a droim.	ainmhí beag mall agus sliogán cornánach ar a dhroim chun sleamhnú isteach ann le linn dainséir	exact
seilide	noun	ainmhí den rang Gastropoda le sliogán bíseach ar a droim.	ainmhí den saghas céanna ach é gan sliogán (seilide drúchta)	related
foireann	noun	grúpa daoine a oibríonn le chéile chun sprioc comónta a bhaint amach.	grúpa daoine a bhíonn ag obair nó ag imirt ar aon taobh le chéile	exact
foireann	noun	grúpa daoine a oibríonn le chéile chun sprioc comónta a bhaint amach.	criú	related
foireann	noun	grúpa daoine a oibríonn le chéile chun sprioc comónta a bhaint amach.	bailiúchán rudaí den chineál céanna	none
dídean	noun	áit sábháilte.	áit foscaidh nó fothana	exact
dídean	noun	áit sábháilte.	cosaint	related
spéir	noun	An chuid den domhan os cionn an talamh ach faoin spás, bíonn dath gorm air i rith an lae de ghnáth.	an t-aer uachtarach	exact
spéir	noun	An chuid den domhan os cionn an talamh ach faoin spás, bíonn dath gorm air i rith an lae de ghnáth.	an t-aer díreach os ár gcionn	exact
spéir	noun	An chuid den domhan os cionn an talamh ach faoin spás, bíonn dath gorm air i rith an lae de ghnáth.	aeraíocht, gile, solas	none
urlár	noun	dromchla na talún i bhfoirgneamh, atá réitithe de ghnáth chun go mbeadh sé éasca siúil air.	an chuid de sheomra atá faoi do chosa	exact
urlár	noun	dromchla na talún i bhfoirgneamh, atá réitithe de ghnáth chun go mbeadh sé éasca siúil air.	stór foirgnimh	none
urlár	noun	dromchla na talún i bhfoirgneamh, atá réitithe de ghnáth chun go mbeadh sé éasca siúil air.	talamh leibhéalta	related
urlár	noun	stór i bhfoirgneamh ilstórach.	an chuid de sheomra atá faoi do chosa	none
urlár	noun	stór i bhfoirgneamh ilstórach.	stór foirgnimh	exact
urlár	noun	stór i bhfoirgneamh ilstórach.	talamh leibhéalta	none
iasacht	noun	iasacht a thugtar air nuair a thugtar rud do dhuine eile ar an gcoinníoll go dtabharfar ar ais é sa todhchaí.	tamall úsáide a fhaigheann duine ar rud (go háirithe airgead ar ús)	exact
iasacht	noun	iasacht a thugtar air nuair a thugtar rud do dhuine eile ar an gcoinníoll go dtabharfar ar ais é sa todhchaí.	an rud féin	none
iasacht	noun	iasacht a thugtar air nuair a thugtar rud do dhuine eile ar an gcoinníoll go dtabharfar ar ais é sa todhchaí.	coigríoch	none
iasacht	noun	iasacht a thugtar air nuair a thugtar rud do dhuine eile ar an gcoinníoll go dtabharfar ar ais é sa todhchaí.	strainséartha	none
eachtra	noun	tarlúint.	turas fiontair nó fionnachtana	none
eachtra	noun	tarlúint.	cúrsa nó teagmhas gan choinne, tarlú iontach	none
eachtra	noun	tarlúint.	scéal eachtrúil, rabhcán beag, scéal gaisce nó iontais	none
boilsciú	noun	An t-ardú a tharlaíonn i bpraghasanna le h-am.	at, bolgadh	none
boilsciú	noun	An t-ardú a tharlaíonn i bpraghasanna le h-am.	an iomarca airgid ag imeacht i gcomórtas lena bhfuil d'earraí á dtáirgeadh agus  dá bhrí sin ardú rómhór a theacht ar thuarastail agus ar phraghsanna	none
duine	noun	An t-ainmhí Homo Sapiens.	aon den chine daonna, fear nó bean	exact
duine	noun	An t-ainmhí Homo Sapiens.	neach ar bith	none
ionga	noun	clúdach crua cosainteach ar bharr na méire agus an bharraicín. Ar ainmhithe áirithe bíonn siad géar agus úsáidtear mar airm iad.	an fás crua adharcach ar bharr méire	exact
ionga	noun	clúdach crua cosainteach ar bharr na méire agus an bharraicín. Ar ainmhithe áirithe bíonn siad géar agus úsáidtear mar airm iad.	crúb ainmhí	none
gréasán	noun	bailliúchán de rudaí scartha amach óna chéile ach ceangailte le chéile ar shlí éigin.	éadach fite	none
gréasán	noun	bailliúchán de rudaí scartha amach óna chéile ach ceangailte le chéile ar shlí éigin.	rolla éadaigh, rudaí fite nó casta	none
gréasán	noun	bailliúchán de rudaí scartha amach óna chéile ach ceangailte le chéile ar shlí éigin.	achrann	related
gréasán	noun	bailliúchán de rudaí scartha amach óna chéile ach ceangailte le chéile ar shlí éigin.	líonra	exact
focal	noun	aonad de theanga a chuireann míniú ar leith in iúil. Nuair a scríobhtar focal bíonn sé déanta suas de litreacha.	fuaim béil nó grúpa litreacha a chiallaíonn rud ar leith	exact
